0,0,0
5.00E-04,0,0
0.001,0,0
0,1.14E-04,4.22E-07
5.00E-04,1.14E-04,3.87E-07
0.001,1.14E-04,4.27E-07
0,2.27E-04,8.11E-07
5.00E-04,2.27E-04,7.84E-07
0.001,2.27E-04,8.24E-07
0,3.59E-04,1.26E-06
5.00E-04,3.59E-04,1.24E-06
0.001,3.59E-04,1.28E-06
0,4.91E-04,1.70E-06
5.00E-04,4.91E-04,1.69E-06
0.001,4.91E-04,1.73E-06
0.001153893,0,0
0.001307785,0,0
0.001153893,1.14E-04,3.92E-07
0.001307785,1.14E-04,3.91E-07
0.001153893,2.27E-04,7.93E-07
0.001307785,2.27E-04,7.86E-07
0,6.43E-04,2.21E-06
5.00E-04,6.43E-04,2.21E-06
0.001,6.43E-04,2.24E-06
0,7.95E-04,2.72E-06
5.00E-04,7.95E-04,2.72E-06
0.001,7.95E-04,2.75E-06
0.001477298,0,0
0.001646811,0,0
0.001477298,1.14E-04,4.00E-07
0.001646811,1.14E-04,4.01E-07
0.001477298,2.27E-04,7.95E-07
0.001646811,2.27E-04,7.98E-07
0,9.72E-04,3.30E-06
5.00E-04,9.72E-04,3.30E-06
0.001,9.72E-04,3.33E-06
0,0.001148023,3.88E-06
5.00E-04,0.001148023,3.88E-06
0.001,0.001148023,3.91E-06
0.00183353,0,0
0.002020249,0,0
0.00183353,1.14E-04,4.02E-07
0.002020249,1.14E-04,4.02E-07
0.00183353,2.27E-04,8.00E-07
0.002020249,2.27E-04,8.01E-07
0,0.001352133,4.54E-06
5.00E-04,0.001352133,4.54E-06
0.001,0.001352133,4.57E-06
0,0.001556242,5.18E-06
5.00E-04,0.001556242,5.19E-06
0.001,0.001556242,5.21E-06
0.00222592,0,0
0.002431591,0,0
0.00222592,1.14E-04,4.03E-07
0.002431591,1.14E-04,4.04E-07
0.00222592,2.27E-04,8.03E-07
0.002431591,2.27E-04,8.05E-07
0,0.001792495,5.92E-06
5.00E-04,0.001792495,5.93E-06
0.001,0.001792495,5.95E-06
0,0.002028749,6.65E-06
5.00E-04,0.002028749,6.65E-06
0.001,0.002028749,6.68E-06
0.002658138,0,0
0.002884685,0,0
0.002658138,1.14E-04,4.05E-07
0.002884685,1.14E-04,4.06E-07
0.002658138,2.27E-04,8.07E-07
0.002884685,2.27E-04,8.09E-07
0,0.002302209,7.47E-06
5.00E-04,0.002302209,7.48E-06
0.001,0.002302209,7.50E-06
0,0.002575669,8.28E-06
5.00E-04,0.002575669,8.28E-06
0.001,0.002575669,8.30E-06
0.003134227,0,0
0.003383769,0,0
0.003134227,1.14E-04,4.08E-07
0.003383769,1.14E-04,4.09E-07
0.003134227,2.27E-04,8.11E-07
0.003383769,2.27E-04,8.14E-07
0,0.002892196,9.19E-06
5.00E-04,0.002892196,9.19E-06
1.00E-03,0.002892196,9.21E-06
0,0.003208722,1.01E-05
5.00E-04,0.003208722,1.01E-05
1.00E-03,0.003208722,1.01E-05
0.00365864,0,0
0.003933511,0,0
0.00365864,1.14E-04,4.10E-07
0.003933511,1.14E-04,4.12E-07
0.00365864,2.27E-04,8.16E-07
0.003933511,2.27E-04,8.19E-07
0,0.003575097,1.11E-05
5.00E-04,0.003575097,1.11E-05
1.00E-03,0.003575097,1.11E-05
0,0.003941473,1.21E-05
5.00E-04,0.003941473,1.21E-05
0.001,0.003941473,1.21E-05
0.004236282,0,0
0.004539052,0,0
0.004236282,1.14E-04,4.13E-07
0.004539052,1.14E-04,4.15E-07
0.004236282,2.27E-04,8.22E-07
0.004539052,2.27E-04,8.25E-07
0,0.004365547,1.32E-05
5.00E-04,0.004365547,1.32E-05
0.001,0.004365547,1.32E-05
0,0.004789621,1.42E-05
5.00E-04,0.004789621,1.42E-05
0.001,0.004789621,1.42E-05
0.004872554,0,0
0.005206057,0,0
0.004872554,1.14E-04,4.16E-07
0.005206057,1.14E-04,4.18E-07
0.004872554,2.27E-04,8.28E-07
0.005206057,2.27E-04,8.32E-07
0,0.005280481,1.54E-05
5.00E-04,0.005280481,1.54E-05
1.00E-03,0.005280481,1.54E-05
0,0.005771342,1.65E-05
5.00E-04,0.005771342,1.65E-05
1.00E-03,0.005771342,1.65E-05
0.00557341,0,0
0.005940763,0,0
0.00557341,1.14E-04,4.20E-07
0.005940763,1.14E-04,4.22E-07
0.00557341,2.27E-04,8.35E-07
0.005940763,2.27E-04,8.39E-07
0,0.006339506,1.78E-05
5.00E-04,0.006339506,1.78E-05
1.00E-03,0.006339506,1.78E-05
0,0.00690767,1.90E-05
5.00E-04,0.00690767,1.90E-05
1.00E-03,0.00690767,1.90E-05
0.006345403,0,0
0.006750044,0,0
0.006345403,1.14E-04,4.24E-07
0.006750044,1.14E-04,4.26E-07
0.006345403,2.27E-04,8.43E-07
0.006750044,2.27E-04,8.47E-07
0,0.007565312,2.03E-05
5.00E-04,0.007565312,2.03E-05
1.00E-03,0.007565312,2.03E-05
0,0.008222955,2.16E-05
5.00E-04,0.008222955,2.16E-05
0.001,0.008222955,2.16E-05
0.007195756,0,0
0.007641467,0,0
0.007195756,1.14E-04,4.28E-07
0.007641467,1.14E-04,4.31E-07
0.007195756,2.27E-04,8.52E-07
0.007641467,2.27E-04,8.57E-07
0,0.008984167,2.29E-05
5.00E-04,0.008984167,2.29E-05
1.00E-03,0.008984167,2.29E-05
0,0.009745379,2.42E-05
5.00E-04,0.009745379,2.42E-05
1.00E-03,0.009745379,2.42E-05
0.00813242,0,0
0.008623372,0,0
0.00813242,1.14E-04,4.33E-07
0.008623372,1.14E-04,4.36E-07
0.00813242,2.27E-04,8.61E-07
0.008623372,2.27E-04,8.67E-07
0,0.010626472,2.56E-05
5.00E-04,0.010626472,2.56E-05
0.001,0.010626472,2.56E-05
0,0.011507564,2.69E-05
5.00E-04,0.011507564,2.69E-05
0.001,0.011507564,2.69E-05
0.009164156,0,0
0.009704941,0,0
0.009164156,1.14E-04,4.38E-07
0.009704941,1.14E-04,4.41E-07
0.009164156,2.27E-04,8.72E-07
0.009704941,2.27E-04,8.77E-07
0,0.012527417,2.83E-05
5.00E-04,0.012527417,2.83E-05
0.001,0.012527417,2.83E-05
0,0.01354727,2.96E-05
5.00E-04,0.01354727,2.96E-05
1.00E-03,0.01354727,2.96E-05
0.010300616,0,0
0.010896291,0,0
0.010300616,1.14E-04,4.44E-07
0.010896291,1.14E-04,4.47E-07
0.010300616,2.27E-04,8.83E-07
0.010896291,2.27E-04,8.88E-07
0,0.014727736,3.09E-05
5.00E-04,0.014727736,3.09E-05
0.001,0.014727736,3.09E-05
0,0.015908202,3.21E-05
5.00E-04,0.015908202,3.21E-05
0.001,0.015908202,3.21E-05
0.011552428,0,0
0.012208565,0,0
0.011552428,1.14E-04,4.50E-07
0.012208565,1.14E-04,4.53E-07
0.011552428,2.27E-04,8.94E-07
0.012208565,2.27E-04,9.00E-07
0,0.017274576,3.34E-05
5.00E-04,0.017274576,3.34E-05
0.001,0.017274576,3.34E-05
